date,tmin,tmax,tavg,year,month,season,day,diff
22245,14.3,18.2,23.4,1961,11,Fall,25,6.509178744
22246,13.2,15.2,20.8,1961,11,Fall,26,6.496666667
22247,7.4,9.8,8.6,1961,11,Fall,27,6.505714286
22248,-0.2,12,5.9,1961,11,Fall,28,7.869565217
22249,3.4,12.6,8,1961,11,Fall,29,7.495714286
22250,8.6,11.4,10,1961,11,Fall,30,6.874285714
22251,6.4,11.9,12.35,1961,0,Winter,1,7.650714286
22252,1.4,12.3,6.85,1961,0,Winter,2,7.716666667
22253,0.6,14.4,7.5,1961,0,Winter,3,7.607261905
22254,5.6,10.8,8.2,1961,0,Winter,4,8.027142857
22255,11.6,15.4,13.5,1961,0,Winter,5,7.510714286
22256,9.8,9.8,9.8,1961,0,Winter,6,7.694285714
22257,2,10.7,6.35,1961,0,Winter,7,8.123095238
22258,-0.2,11.2,5.5,1961,0,Winter,8,7.993333333
22259,2.6,12.8,7.7,1961,0,Winter,9,6.885714286
22260,10.2,16.2,13.2,1961,0,Winter,10,7.841428571
22261,1.4,15.9,8.65,1961,0,Winter,11,8.216071429
22262,6,12,9,1961,0,Winter,12,8.303571429
22263,3,13,8,1961,0,Winter,13,7.970357143
22264,0.8,14,7.4,1961,0,Winter,14,8.032857143
22265,2.2,16.2,9.2,1961,0,Winter,15,7.575952381
22266,9.2,16.9,13.05,1961,0,Winter,16,8.590952381
22267,7.2,14.2,10.7,1961,0,Winter,17,7.904095238
22268,9.4,11,10.2,1961,0,Winter,18,7.733428571
22269,-0.4,10.6,5.1,1961,0,Winter,19,7.352285714
22270,-0.4,10.6,5.1,1961,0,Winter,20,7.252571429
22271,-3.2,10.6,3.7,1961,0,Winter,21,7.77
22272,-2.4,10.4,4,1961,0,Winter,22,8.355714286
22273,-0.4,14.9,7.25,1961,0,Winter,23,7.751008403
22274,3.4,9.4,6.4,1961,0,Winter,24,8.537731092
22275,5.2,8.9,7.05,1961,0,Winter,25,7.965882353
22276,8,10.2,9.1,1961,0,Winter,26,6.894033613
22277,4.8,11,7.9,1961,0,Winter,27,7.66789916
22278,3.2,8.1,5.65,1961,0,Winter,28,8.098907563
22279,0.8,7.6,4.2,1961,0,Winter,29,8.309201681
22280,-7.6,3.7,-1.95,1961,0,Winter,30,8.932352941
22281,-10.4,5,-2.7,1961,0,Winter,31,8.251932773
22282,-11.2,6.2,-2.5,1961,1,Winter,1,8.150787075
22283,-9.2,8.8,-0.2,1961,1,Winter,2,7.805302403
22284,-9.2,8.9,-0.15,1961,1,Winter,3,8.726014913
22285,2,10.6,6.3,1961,1,Winter,4,8.386164043
22286,1.2,6.2,3.7,1961,1,Winter,5,7.846313173
22287,-1.6,7.2,2.8,1961,1,Winter,6,8.267025684
22288,-0.6,7.6,3.5,1961,1,Winter,7,8.237033969
22289,-8.6,8.6,0,1961,1,Winter,8,8.278403756
22290,0.8,8.4,4.6,1961,1,Winter,9,9.126525822
22291,3.8,7.2,5.5,1961,1,Winter,10,8.41971831
22292,8.4,9.7,9.05,1961,1,Winter,11,7.898571429
22293,-3.2,4.5,0.65,1961,1,Winter,12,7.697652582
22294,-3.6,9.2,2.8,1961,1,Winter,13,8.450704225
22295,-6.8,9.4,1.3,1961,1,Winter,14,7.929577465
22296,-7.6,9.5,0.95,1961,1,Winter,15,8.094366197
22297,-5.4,9,1.8,1961,1,Winter,16,8.770422535
22298,-11.6,8.1,-1.75,1961,1,Winter,17,9.109859155
22299,-9.6,7.7,-0.95,1961,1,Winter,18,8.858215962
22300,-3.4,6.1,1.35,1961,1,Winter,19,8.243661972
22301,-5.8,6.2,0.2,1961,1,Winter,20,8.899061033
22302,-7.4,9,0.8,1961,1,Winter,21,9.01971831
22303,-4.8,7.6,1.4,1961,1,Winter,22,8.009859155
22304,-4.4,7.9,1.75,1961,1,Winter,23,8.279285714
22305,-4.4,4.7,0.15,1961,1,Winter,24,7.936619718
22306,0,11.4,5.7,1961,1,Winter,25,8.921126761
22307,4,5.4,4.7,1961,1,Winter,26,9.190140845
22308,-1.8,4.5,1.35,1961,1,Winter,27,9.432394366
22309,1,8.8,4.9,1961,1,Winter,28,9.373239437
22310,-0.8,7.7,3.45,1961,1,Winter,29,8.314084507
22311,3.8,8.9,6.35,1961,1,Winter,30,8.247887324
22312,1.4,8.5,4.95,1961,1,Winter,31,9.207042254
22313,-5,3.2,-0.9,1961,2,Winter,1,8.869014085
22314,-8.8,6.2,-1.3,1961,2,Winter,2,9.066197183
22315,-8,6.1,-0.95,1961,2,Winter,3,8.992957746
22316,-8,7.8,-0.1,1961,2,Winter,4,9.276056338
22317,-2.6,8.6,3,1961,2,Winter,5,8.654929577
22318,2.2,9.1,5.65,1961,2,Winter,6,9.264788732
22319,8,10.4,9.2,1961,2,Winter,7,9.285915493
22320,7.8,9.5,8.65,1961,2,Winter,8,9.426760563
22321,2.4,11,6.7,1961,2,Winter,9,8.411267606
22322,3.6,6.4,5,1961,2,Winter,10,8.428873239
22323,-0.4,4,1.8,1961,2,Winter,11,8.484976526
22324,2.8,8.8,5.8,1961,2,Winter,12,9.279107981
22325,0.2,8.3,4.25,1961,2,Winter,13,8.835714286
22326,0.2,8.4,4.3,1961,2,Winter,14,8.925714286
22327,-7.4,5.2,-1.1,1961,2,Winter,15,8.955
22328,-1.8,8,3.1,1961,2,Winter,16,8.634285714
22329,-3.4,9.3,2.95,1961,2,Winter,17,8.095714286
22330,-2.8,7.6,2.4,1961,2,Winter,18,8.346428571
22331,-4,10.5,3.25,1961,2,Winter,19,9.115714286
22332,-7,10.9,1.95,1961,2,Winter,20,9.371428571
22333,4.6,12.3,8.45,1961,2,Winter,21,9.12
22334,4.4,6.5,5.45,1961,2,Winter,22,8.567142857
22335,-3,7.4,2.2,1961,2,Winter,23,9.934285714
22336,-6.8,11.2,2.2,1961,2,Winter,24,8.682857143
22337,-3.4,13.6,5.1,1961,2,Winter,25,8.747142857
22338,-4.4,10.1,2.85,1961,2,Winter,26,8.047142857
22339,3.4,7.2,5.3,1961,2,Winter,27,9.388571429
22340,-8.4,14.6,3.1,1961,2,Winter,28,9.584285714
22341,-4.8,18.5,6.85,1961,3,Spring,1,8.552857143
22342,5,19.4,12.2,1961,3,Spring,2,9.41
22343,10,13.4,16.7,1961,3,Spring,3,9.347142857
22344,10.5,15.6,18.3,1961,3,Spring,4,9.165217391
22345,7.4,13.4,14.1,1961,3,Spring,5,8.380714286
22346,2.2,13.7,7.95,1961,3,Spring,6,8.968115942
22347,0.2,14.2,7.2,1961,3,Spring,7,8.909285714
22348,1.6,7.5,4.55,1961,3,Spring,8,8.5
22349,-0.6,6.6,3,1961,3,Spring,9,9.597142857
22350,-2,7,2.5,1961,3,Spring,10,8.022857143
22351,0.4,11.6,6,1961,3,Spring,11,8.770714286
22352,-2.2,16.3,7.05,1961,3,Spring,12,9.417142857
22353,4.8,8.9,9.25,1961,3,Spring,13,9.189285714
22354,14.6,14.8,14.7,1961,3,Spring,14,9.365714286
22355,4.4,14.4,9.4,1961,3,Spring,15,8.930714286
22356,10.4,11.8,11.1,1961,3,Spring,16,8.748571429
22357,2.4,17.6,10,1961,3,Spring,17,8.150714286
22358,6.6,21.1,13.85,1961,3,Spring,18,9.807142857
22359,10.5,13.2,17.1,1961,3,Spring,19,9.042857143
22360,13.2,13.6,13.4,1961,3,Spring,20,8.161428571
22361,6.8,13,9.9,1961,3,Spring,21,8.304347826
22362,-1.4,15.6,7.1,1961,3,Spring,22,8.600285714
22363,1.2,13.4,7.3,1961,3,Spring,23,8.850571429
22364,-2,16,7,1961,3,Spring,24,8.711333333
22365,5.4,19.1,12.25,1961,3,Spring,25,8.764952381
22366,7.9,10.4,13.1,1961,3,Spring,26,8.957142857
22367,7,9.7,8.35,1961,3,Spring,27,8.827142857
22368,7.6,12.9,10.25,1961,3,Spring,28,9.147142857
22369,0.8,16.7,8.75,1961,3,Spring,29,8.644285714
22370,7.6,18.7,13.15,1961,3,Spring,30,8.281428571
22371,8,19.3,13.65,1961,3,Spring,31,8.382857143
22372,7.6,20.8,14.2,1961,4,Spring,1,8.007142857
22373,12.6,17.3,14.95,1961,4,Spring,2,8.404285714
22374,4.8,23,13.9,1961,4,Spring,3,9.16
22375,12.4,23.6,18,1961,4,Spring,4,8.701428571
22376,16,26.7,29.35,1961,4,Spring,5,8.977142857
22377,10.7,18,19.7,1961,4,Spring,6,8.66
22378,2,18.9,10.45,1961,4,Spring,7,7.991428571
22379,10,13.9,11.95,1961,4,Spring,8,8.235714286
22380,8.9,13.1,15.45,1961,4,Spring,9,7.831428571
22381,1.2,17.8,9.5,1961,4,Spring,10,8.055238095
22382,11.8,16.9,14.35,1961,4,Spring,11,8.167619048
22383,12.2,15.4,19.9,1961,4,Spring,12,8.148571429
22384,13,23.6,24.8,1961,4,Spring,13,7.767142857
22385,23,24.8,23.9,1961,4,Spring,14,8.902857143
22386,13.9,16.7,22.25,1961,4,Spring,15,7.607142857
22387,9.6,16.2,17.7,1961,4,Spring,16,7.515714286
22388,8.6,20.2,14.4,1961,4,Spring,17,8.012857143
22389,10.4,19,14.7,1961,4,Spring,18,8.143571429
22390,6.6,24.5,15.55,1961,4,Spring,19,8.43
22391,14.4,27.5,20.95,1961,4,Spring,20,8.127619048
22392,21.6,24.4,23,1961,4,Spring,21,8.24452381
22393,14.3,19.6,24.1,1961,4,Spring,22,7.834285714
22394,15.1,22.8,26.5,1961,4,Spring,23,7.852857143
22395,13.8,21,24.3,1961,4,Spring,24,7.374285714
22396,17,19,18,1961,4,Spring,25,8.05952381
22397,16,19.7,17.85,1961,4,Spring,26,8.606190476
22398,11.8,21.1,22.35,1961,4,Spring,27,8.145714286
22399,11.4,25.9,18.65,1961,4,Spring,28,7.647619048
22400,13,23.7,24.85,1961,4,Spring,29,7.451666667
22401,23.8,25.1,24.45,1961,4,Spring,30,7.099285714
22402,21.2,27.9,24.55,1961,5,Spring,1,7.288095238
22403,16.2,27.3,29.85,1961,5,Spring,2,7.721904762
22404,17.6,21.8,28.5,1961,5,Spring,3,7.124285714
22405,15.5,20.4,25.7,1961,5,Spring,4,6.754285714
22406,14.7,19.6,24.5,1961,5,Spring,5,8.164285714
22407,18,21.8,19.9,1961,5,Spring,6,7.681428571
22408,20.8,23.2,22,1961,5,Spring,7,7.175845411
22409,15.5,25.1,28.05,1961,5,Spring,8,7.470952381
22410,26.6,29.6,28.1,1961,5,Spring,9,7.977619048
22411,14.4,28.5,28.65,1961,5,Spring,10,6.956666667
22412,17.9,26.1,30.95,1961,5,Spring,11,7.7
22413,20.8,22.8,32.2,1961,5,Spring,12,6.628571429
22414,13.4,24.9,25.85,1961,5,Spring,13,8.33
22415,15.6,23,27.1,1961,5,Spring,14,7.751428571
22416,16.6,28.1,30.65,1961,5,Spring,15,7.28
22417,17.8,26.4,31,1961,5,Spring,16,8.567142857
22418,27.4,27.6,27.5,1961,5,Spring,17,8.028571429
22419,14.2,23,25.7,1961,5,Spring,18,7.065714286
22420,14.3,24.1,26.35,1961,5,Spring,19,7.520289855
22421,15.1,22.3,26.25,1961,5,Spring,20,8.611428571
22422,16.8,21.4,27.5,1961,5,Spring,21,7.625714286
22423,16.6,22.5,19.55,1961,5,Spring,22,8.752857143
22424,19.2,23.4,21.3,1961,5,Spring,23,7.710869565
22425,14.3,18,23.3,1961,5,Spring,24,8.188405797
22426,19.8,26.9,23.35,1961,5,Spring,25,8.280434783
22427,21.8,32.1,26.95,1961,5,Spring,26,8.017391304
22428,26.6,33,29.8,1961,5,Spring,27,8.757971014
22429,14.7,28.7,29.05,1961,5,Spring,28,8.714285714
22430,21,27.9,34.95,1961,5,Spring,29,8.458571429
22431,22.8,26.2,24.5,1961,5,Spring,30,8.504347826
22432,16.3,23.7,28.15,1961,5,Spring,31,8.597142857
22433,24.4,25.7,25.05,1961,6,Summer,1,8.68
22434,24.6,25.3,24.95,1961,6,Summer,2,8.31
22435,17.6,24.2,29.7,1961,6,Summer,3,8.307142857
22436,18.8,24.8,31.2,1961,6,Summer,4,9.732857143
22437,18.7,28.5,32.95,1961,6,Summer,5,8.598571429
22438,30,30.3,30.15,1961,6,Summer,6,8.823333333
22439,30.6,31.5,31.05,1961,6,Summer,7,8.756190476
22440,17.4,30,32.4,1961,6,Summer,8,8.952857143
22441,19.8,22.1,30.85,1961,6,Summer,9,9.139047619
22442,19.5,26.5,32.75,1961,6,Summer,10,7.814285714
22443,17.3,27.7,31.15,1961,6,Summer,11,8.541428571
22444,17.7,30,32.7,1961,6,Summer,12,8.997142857
22445,20.5,29.7,35.35,1961,6,Summer,13,8.622857143
22446,15.5,22,26.5,1961,6,Summer,14,9.07047619
22447,24,25.6,24.8,1961,6,Summer,15,7.906763285
22448,24,25.6,24.8,1961,6,Summer,16,8.828843537
22449,17.7,23.6,29.5,1961,6,Summer,17,9.370544218
22450,16.5,23.6,28.3,1961,6,Summer,18,8.721292517
22451,25.4,29.6,27.5,1961,6,Summer,19,8.517755102
22452,19.1,31.5,34.85,1961,6,Summer,20,8.939130435
22453,20.2,27.4,33.9,1961,6,Summer,21,8.53115942
22454,19.5,30.6,34.8,1961,6,Summer,22,8.207142857
22455,21.5,29.2,36.1,1961,6,Summer,23,8.447142857
22456,21.5,29,36,1961,6,Summer,24,8.9
22457,19.7,26,32.7,1961,6,Summer,25,7.804285714
22458,20,24.2,32.1,1961,6,Summer,26,8.715942029
22459,20.7,24.6,33,1961,6,Summer,27,8.146376812
22460,20.5,28.8,34.9,1961,6,Summer,28,8.424637681
22461,21.7,25.9,34.65,1961,6,Summer,29,8.11
22462,23.2,32.5,39.45,1961,6,Summer,30,7.755714286
22463,24.4,30.6,39.7,1961,7,Summer,1,7.955714286
22464,22.9,33.3,39.55,1961,7,Summer,2,7.931428571
22465,24.3,32.5,40.55,1961,7,Summer,3,8.404285714
22466,24.5,28.1,38.55,1961,7,Summer,4,8.564285714
22467,24.1,30,39.1,1961,7,Summer,5,7.677142857
22468,24.3,30.8,39.7,1961,7,Summer,6,8.55
22469,23.5,33.5,40.25,1961,7,Summer,7,8.802857143
22470,22.2,35.4,39.9,1961,7,Summer,8,8.312857143
22471,23.4,35,40.9,1961,7,Summer,9,8.307142857
22472,22.2,31.7,38.05,1961,7,Summer,10,8.177142857
22473,23.1,33.8,40,1961,7,Summer,11,8.411428571
22474,22.7,28.5,36.95,1961,7,Summer,12,8.218571429
22475,22.4,33.2,39,1961,7,Summer,13,8.367142857
22476,22.5,34,39.5,1961,7,Summer,14,8.625714286
22477,24.4,35.9,42.35,1961,7,Summer,15,8.934285714
22478,24.7,34.5,41.95,1961,7,Summer,16,9.266666667
22479,23.9,33.6,40.7,1961,7,Summer,17,8.745714286
22480,21.1,31.3,36.75,1961,7,Summer,18,8.962318841
22481,23.9,32.4,40.1,1961,7,Summer,19,9.206190476
22482,23,33.5,39.75,1961,7,Summer,20,9.190952381
22483,22.9,33.4,39.6,1961,7,Summer,21,9.594285714
22484,23.1,32.9,39.55,1961,7,Summer,22,9.975714286
22485,23.4,33.6,40.2,1961,7,Summer,23,9.672857143
22486,22.4,32.7,38.75,1961,7,Summer,24,9.497142857
22487,24.2,32.1,40.25,1961,7,Summer,25,9.613235294
22488,24.2,34.7,41.55,1961,7,Summer,26,9.8
22489,23.5,35.6,41.3,1961,7,Summer,27,9.931428571
22490,22.7,36,40.7,1961,7,Summer,28,9.763768116
22491,22.7,29.6,37.5,1961,7,Summer,29,9.919117647
22492,23.8,32.4,40,1961,7,Summer,30,9.889705882
22493,25.7,32.1,41.75,1961,7,Summer,31,10.07058824
22494,25.8,33.5,42.55,1961,8,Summer,1,9.991304348
22495,25.2,31,40.7,1961,8,Summer,2,10.13333333
22496,24.3,31.1,39.85,1961,8,Summer,3,9.855072464
22497,25.1,33.6,41.9,1961,8,Summer,4,10.08405797
22498,25.1,33,41.6,1961,8,Summer,5,10.39565217
22499,23.2,31.7,39.05,1961,8,Summer,6,9.932857143
22500,22.5,29.2,37.1,1961,8,Summer,7,9.965714286
22501,19.5,32.6,35.8,1961,8,Summer,8,10.02428571
22502,23.7,28.9,38.15,1961,8,Summer,9,9.987142857
22503,24,33.6,40.8,1961,8,Summer,10,10.07857143
22504,22.9,35.8,40.8,1961,8,Summer,11,10.03913043
22505,22.7,35.7,40.55,1961,8,Summer,12,9.862318841
22506,22.7,36.7,41.05,1961,8,Summer,13,10.09710145
22507,23.9,36.2,42,1961,8,Summer,14,9.256521739
22508,26.4,35.9,44.35,1961,8,Summer,15,9.52173913
22509,23.1,33.6,39.9,1961,8,Summer,16,9.47173913
22510,24.8,32.9,41.25,1961,8,Summer,17,9.21884058
22511,24.8,37,43.3,1961,8,Summer,18,9.276086957
22512,24.5,34.8,41.9,1961,8,Summer,19,9.827536232
22513,24.9,30.3,40.05,1961,8,Summer,20,9.254411765
22514,23.9,34.8,41.3,1961,8,Summer,21,9.194117647
22515,22.3,34.8,39.7,1961,8,Summer,22,9.427536232
22516,23.1,34.8,40.5,1961,8,Summer,23,9.47826087
22517,25.4,35.7,43.25,1961,8,Summer,24,9.81863354
22518,25.2,35.6,43,1961,8,Summer,25,9.478944099
22519,25.1,35.6,42.9,1961,8,Summer,26,9.424968944
22520,25.6,35.8,43.5,1961,8,Summer,27,9.506805293
22521,24.3,32.2,40.4,1961,8,Summer,28,8.943352237
22522,19.3,33.5,36.05,1961,8,Summer,29,9.320478891
22523,22.2,33.3,38.85,1961,8,Summer,30,9.22621118
22524,23.6,33.8,40.5,1961,8,Summer,31,9.550807453
22525,22.4,34.9,39.85,1961,9,Fall,1,8.993236715
22526,25,33.2,41.6,1961,9,Fall,2,9.403864734
22527,23.2,33.7,40.05,1961,9,Fall,3,9.042028986
22528,25.1,31.8,41,1961,9,Fall,4,9.960869565
22529,23.9,35.4,41.6,1961,9,Fall,5,9.668115942
22530,23.8,33.9,40.75,1961,9,Fall,6,9.095652174
22531,21.4,31.1,36.95,1961,9,Fall,7,8.869117647
22532,20.2,31,35.7,1961,9,Fall,8,9.52173913
22533,23.5,32.8,39.9,1961,9,Fall,9,8.866666667
22534,23.1,33.7,39.95,1961,9,Fall,10,9.413043478
22535,22.6,32.2,38.7,1961,9,Fall,11,9.456521739
22536,21.6,31.7,37.45,1961,9,Fall,12,8.808823529
22537,22.3,32.4,38.5,1961,9,Fall,13,8.514492754
22538,22.9,33,39.4,1961,9,Fall,14,8.713043478
22539,24,27.3,37.65,1961,9,Fall,15,8.817391304
22540,25.3,30.2,40.4,1961,9,Fall,16,8.710144928
22541,16.7,27.6,30.5,1961,9,Fall,17,8.58115942
22542,16.2,26.6,29.5,1961,9,Fall,18,8.662318841
22543,25.6,28,26.8,1961,9,Fall,19,8.923188406
22544,19,24.6,31.3,1961,9,Fall,20,8.904347826
22545,20.9,27.9,34.85,1961,9,Fall,21,9.829951691
22546,20.7,33,37.2,1961,9,Fall,22,8.839613527
22547,22.8,32.2,38.9,1961,9,Fall,23,8.997101449
22548,23.4,31.1,38.95,1961,9,Fall,24,8.456521739
22549,21.9,32,37.9,1961,9,Fall,25,8.592753623
22550,22.3,32.5,38.55,1961,9,Fall,26,8.35942029
22551,22.4,29.1,36.95,1961,9,Fall,27,8.362318841
22552,21.3,31.2,36.9,1961,9,Fall,28,7.798550725
22553,19.5,31.8,35.4,1961,9,Fall,29,8.450724638
22554,19.2,32.5,35.45,1961,9,Fall,30,7.464705882
22555,20.5,28.3,34.65,1962,10,Fall,1,8.579689441
22556,20.3,26.2,33.4,1962,10,Fall,2,8.377142857
22557,21.4,32.2,37.5,1962,10,Fall,3,8.962857143
22558,22.2,29.3,36.85,1962,10,Fall,4,8.557619048
22559,23.1,30,38.1,1962,10,Fall,5,8.035238095
22560,22.4,31.8,38.3,1962,10,Fall,6,8.3
22561,19.2,26.4,32.4,1962,10,Fall,7,7.863768116
22562,13.6,26.3,26.75,1962,10,Fall,8,7.625714286
22563,15.5,21.9,26.45,1962,10,Fall,9,7.878571429
22564,16,21.6,26.8,1962,10,Fall,10,8.094285714
22565,13.7,24.4,25.9,1962,10,Fall,11,7.857142857
22566,24,25.5,24.75,1962,10,Fall,12,8.017142857
22567,21.4,26.3,23.85,1962,10,Fall,13,7.504761905
22568,23.2,23.2,23.2,1962,10,Fall,14,7.598095238
22569,14.4,25.3,27.05,1962,10,Fall,15,7.798571429
22570,14.8,27.7,28.65,1962,10,Fall,16,7.247142857
22571,29.6,29.6,29.6,1962,10,Fall,17,6.987142857
22572,16.4,25.2,29,1962,10,Fall,18,7.355714286
22573,20.1,29.6,34.9,1962,10,Fall,19,6.795714286
22574,19.4,20.7,29.75,1962,10,Fall,20,7.037142857
22575,13.6,17.5,22.35,1962,10,Fall,21,6.915714286
22576,14.1,22.8,25.5,1962,10,Fall,22,6.308571429
22577,17.7,22.4,28.9,1962,10,Fall,23,7.28
22578,12.1,19.3,21.75,1962,10,Fall,24,6.244285714
22579,16.2,20.9,18.55,1962,10,Fall,25,6.935714286
22580,13,19.6,22.8,1962,10,Fall,26,6.545714286
22581,15.9,23,27.4,1962,10,Fall,27,7.63
22582,17.5,19.5,27.25,1962,10,Fall,28,7.122857143
22583,15.4,18.2,24.5,1962,10,Fall,29,6.258571429
22584,10.3,19.5,20.05,1962,10,Fall,30,7.232857143
22585,13.3,18.6,22.6,1962,10,Fall,31,7.097142857
22586,14.5,22.5,25.75,1962,11,Fall,1,6.987142857
22587,15.8,22.8,19.3,1962,11,Fall,2,6.44
22588,13.2,19,22.7,1962,11,Fall,3,6.972857143
22589,14.7,19.5,24.45,1962,11,Fall,4,6.971428571
22590,16.8,19.3,18.05,1962,11,Fall,5,6.642857143
22591,8.4,15.1,15.95,1962,11,Fall,6,6.386428571
22592,19.6,19.7,19.65,1962,11,Fall,7,7.005797101
22593,12.4,16,14.2,1962,11,Fall,8,6.942857143
22594,9.9,18,18.9,1962,11,Fall,9,7.057142857
22595,9.2,18.3,13.75,1962,11,Fall,10,6.95
22596,10.4,20,15.2,1962,11,Fall,11,6.312857143
22597,9,19.4,14.2,1962,11,Fall,12,6.725714286
22598,7.7,13.4,14.4,1962,11,Fall,13,6.902857143
22599,1.4,15.5,8.45,1962,11,Fall,14,6.322857143
22600,0.6,17.3,8.95,1962,11,Fall,15,6.711428571
22601,5.2,19.7,12.45,1962,11,Fall,16,7.037142857
22602,16.8,19,17.9,1962,11,Fall,17,6.002857143
22603,15.9,19,25.4,1962,11,Fall,18,7.723571429
22604,14.3,17.2,22.9,1962,11,Fall,19,6.722142857
22605,16.8,19.6,18.2,1962,11,Fall,20,7.304285714
22606,10.6,17.5,19.35,1962,11,Fall,21,7.594285714
22607,14.3,22.4,25.5,1962,11,Fall,22,6.818571429
22608,7.9,13.9,14.85,1962,11,Fall,23,8.162857143
22609,5.3,8.8,9.7,1962,11,Fall,24,6.931428571
22610,1.2,14.7,7.95,1962,11,Fall,25,6.509178744
22611,12,18.1,15.05,1962,11,Fall,26,6.496666667
22612,7.4,16.9,12.15,1962,11,Fall,27,6.505714286
22613,9.3,18.1,18.35,1962,11,Fall,28,7.869565217
22614,10,19,19.5,1962,11,Fall,29,7.495714286
22615,10.2,17.8,14,1962,11,Fall,30,6.874285714
22616,8.9,17,17.4,1962,0,Winter,1,7.650714286
22617,17.6,19.4,18.5,1962,0,Winter,2,7.716666667
22618,8,17.5,12.75,1962,0,Winter,3,7.607261905
22619,13.2,13.3,13.25,1962,0,Winter,4,8.027142857
22620,6.4,11.5,8.95,1962,0,Winter,5,7.510714286
22621,4.4,10.9,7.65,1962,0,Winter,6,7.694285714
22622,6.6,9.4,8,1962,0,Winter,7,8.123095238
22623,-0.4,11.5,5.55,1962,0,Winter,8,7.993333333
22624,6,12.6,9.3,1962,0,Winter,9,6.885714286
22625,3.4,13.3,8.35,1962,0,Winter,10,7.841428571
22626,0.6,15.4,8,1962,0,Winter,11,8.216071429
22627,3.4,18.1,10.75,1962,0,Winter,12,8.303571429
22628,7.2,18.1,12.65,1962,0,Winter,13,7.970357143
22629,8.6,9.5,9.05,1962,0,Winter,14,8.032857143
22630,0,11.5,5.75,1962,0,Winter,15,7.575952381
22631,-3.2,12,4.4,1962,0,Winter,16,8.590952381
22632,2.6,10.1,6.35,1962,0,Winter,17,7.904095238
22633,15.2,15.7,15.45,1962,0,Winter,18,7.733428571
22634,11.2,14.9,13.05,1962,0,Winter,19,7.352285714
22635,11.4,13.9,12.65,1962,0,Winter,20,7.252571429
22636,2.4,11,6.7,1962,0,Winter,21,7.77
22637,5,9.9,7.45,1962,0,Winter,22,8.355714286
22638,2.4,11.3,6.85,1962,0,Winter,23,7.751008403
22639,-0.8,10.8,5,1962,0,Winter,24,8.537731092
22640,3.4,8.9,6.15,1962,0,Winter,25,7.965882353
22641,2.4,9.1,5.75,1962,0,Winter,26,6.894033613
22642,4.4,7.5,5.95,1962,0,Winter,27,7.66789916
22643,-0.2,8.6,4.2,1962,0,Winter,28,8.098907563
22644,-0.8,8.4,3.8,1962,0,Winter,29,8.309201681
22645,-0.2,7.7,3.75,1962,0,Winter,30,8.932352941
22646,-1.2,9.7,4.25,1962,0,Winter,31,8.251932773
22647,-3.2,5.5,1.15,1962,1,Winter,1,8.150787075
22648,2.4,7.5,4.95,1962,1,Winter,2,7.805302403
22649,5.4,9.3,7.35,1962,1,Winter,3,8.726014913
22650,-4.2,12,3.9,1962,1,Winter,4,8.386164043
22651,4.6,11.3,7.95,1962,1,Winter,5,7.846313173
22652,-4.8,11.4,3.3,1962,1,Winter,6,8.267025684
22653,-1.8,10.1,4.15,1962,1,Winter,7,8.237033969
22654,2,9.1,5.55,1962,1,Winter,8,8.278403756
22655,-2.2,12.7,5.25,1962,1,Winter,9,9.126525822
22656,1.8,13.1,7.45,1962,1,Winter,10,8.41971831
22657,-1.6,11.1,4.75,1962,1,Winter,11,7.898571429
22658,0,12.7,6.35,1962,1,Winter,12,7.697652582
22659,-0.6,12.9,6.15,1962,1,Winter,13,8.450704225
22660,3.4,10.9,7.15,1962,1,Winter,14,7.929577465
22661,1.6,4.4,3,1962,1,Winter,15,8.094366197
22662,-3.6,7.4,1.9,1962,1,Winter,16,8.770422535
22663,-7,8.8,0.9,1962,1,Winter,17,9.109859155
22664,-4,6.8,1.4,1962,1,Winter,18,8.858215962
22665,0.8,8.3,4.55,1962,1,Winter,19,8.243661972
22666,1,5.4,3.2,1962,1,Winter,20,8.899061033
22667,-0.6,6.4,2.9,1962,1,Winter,21,9.01971831
22668,1.8,7.3,4.55,1962,1,Winter,22,8.009859155
22669,-6.2,3.6,-1.3,1962,1,Winter,23,8.279285714
22670,-6.8,5,-0.9,1962,1,Winter,24,7.936619718
22671,-5.6,6.2,0.3,1962,1,Winter,25,8.921126761
22672,-7.6,8.1,0.25,1962,1,Winter,26,9.190140845
22673,-4.6,7.1,1.25,1962,1,Winter,27,9.432394366
22674,-5.2,5.6,0.2,1962,1,Winter,28,9.373239437
22675,-6.8,8.9,1.05,1962,1,Winter,29,8.314084507
22676,-4.6,6.2,0.8,1962,1,Winter,30,8.247887324
22677,-2.4,7.1,2.35,1962,1,Winter,31,9.207042254
22678,-3.4,6.7,1.65,1962,2,Winter,1,8.869014085
22679,-4.8,8.4,1.8,1962,2,Winter,2,9.066197183
22680,-5.4,9.1,1.85,1962,2,Winter,3,8.992957746
22681,-5.6,11.1,2.75,1962,2,Winter,4,9.276056338
22682,-3.4,11.7,4.15,1962,2,Winter,5,8.654929577
22683,2.2,9.7,5.95,1962,2,Winter,6,9.264788732
22684,3.2,9.8,6.5,1962,2,Winter,7,9.285915493
22685,-3.2,10.9,3.85,1962,2,Winter,8,9.426760563
22686,4.6,13,8.8,1962,2,Winter,9,8.411267606
22687,3.6,16.1,9.85,1962,2,Winter,10,8.428873239
